name,generation,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,,,,,,,,,,,,,,,,,
Clamperl,3,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,345,35,64,85,32,255,70,69,Erratic,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Huntail,3,1,Water,,1.7,27,2,Swift Swim,,Water Veil,485,55,104,105,52,60,70,170,Erratic,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Gorebyss,3,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,485,55,84,105,52,60,70,170,Erratic,1,Water 1,,50,20,1,,,,,,,,,,,,,,,,,
Relicanth,3,2,Water,Rock,1,23.4,3,Swift Swim,Rock Head,Sturdy,485,100,90,130,55,25,70,170,Slow,2,Water 1,Water 2,87.5,40,0.5,,,,,,,,,,,,,,,,,
Luvdisc,3,1,Water,,0.6,8.7,2,Swift Swim,,Hydration,330,43,30,55,97,225,70,116,Fast,1,Water 2,,25,20,1,,,,,,,,,,,,,,,,,
Bagon,3,1,Dragon,,0.6,42.1,2,Rock Head,,Sheer Force,300,45,75,60,50,45,35,60,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Shelgon,3,1,Dragon,,1.1,110.5,2,Rock Head,,Overcoat,420,65,95,100,50,45,35,147,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Salamence,3,2,Dragon,Flying,1.5,102.6,2,Intimidate,,Moxie,600,95,135,80,100,45,35,270,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Mega Salamence,3,2,Dragon,Flying,1.8,112.6,1,Aerilate,,,700,95,145,130,120,45,35,315,Slow,1,Dragon,,50,40,1,,,,,,,,,,,,,,,,,
Beldum,3,2,Steel,Psychic,0.6,95.2,2,Clear Body,,Light Metal,300,40,55,80,30,3,35,60,Slow,1,Mineral,,,40,0.5,,,,,,,,,,,,,,,,,
Metang,3,2,Steel,Psychic,1.2,202.5,2,Clear Body,,Light Metal,420,60,75,100,50,3,35,147,Slow,1,Mineral,,,40,0.5,,,,,,,,,,,,,,,,,
Metagross,3,2,Steel,Psychic,1.6,550,2,Clear Body,,Light Metal,600,80,135,130,70,3,35,270,Slow,1,Mineral,,,40,0.5,,,,,,,,,,,,,,,,,
Mega Metagross,3,2,Steel,Psychic,2.5,942.9,1,Tough Claws,,,700,80,145,150,110,3,35,315,Slow,1,Mineral,,,40,0.5,,,,,,,,,,,,,,,,,
Regirock,3,1,Rock,,1.7,230,2,Clear Body,,Sturdy,580,80,100,200,50,3,35,261,Slow,1,Undiscovered,,,80,0.5,,,,,,,,,,,,,,,,,
Regice,3,1,Ice,,1.8,175,2,Clear Body,,Ice Body,580,80,50,100,50,3,35,261,Slow,1,Undiscovered,,,80,1,,,,,,,,,,,,,,,,,
Registeel,3,1,Steel,,1.9,205,2,Clear Body,,Light Metal,580,80,75,150,50,3,35,261,Slow,1,Undiscovered,,,80,0.5,,,,,,,,,,,,,,,,,
Latias,3,2,Dragon,Psychic,1.4,40,1,Levitate,,,600,80,80,90,110,3,90,270,Slow,1,Undiscovered,,0,120,1,,,,,,,,,,,,,,,,,
Mega Latias,3,2,Dragon,Psychic,1.8,52,1,Levitate,,,700,80,100,120,110,3,90,315,Slow,1,Undiscovered,,0,120,1,,,,,,,,,,,,,,,,,
Latios,3,2,Dragon,Psychic,2,60,1,Levitate,,,600,80,90,80,110,3,90,270,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Mega Latios,3,2,Dragon,Psychic,2.3,70,1,Levitate,,,700,80,130,100,110,3,90,315,Slow,1,Undiscovered,,100,120,1,,,,,,,,,,,,,,,,,
Kyogre,3,1,Water,,4.5,352,1,Drizzle,,,670,100,100,90,90,3,0,302,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Primal Kyogre,3,1,Water,,9.8,430,1,Primordial Sea,,,770,100,150,90,90,5,0,347,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Groudon,3,1,Ground,,3.5,950,1,Drought,,,670,100,150,140,90,3,0,302,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Primal Groudon,3,2,Ground,Fire,5,999.7,1,Desolate Land,,,770,100,180,160,90,5,0,347,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Rayquaza,3,2,Dragon,Flying,7,206.5,1,Air Lock,,,680,105,150,90,95,45,0,306,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Mega Rayquaza,3,2,Dragon,Flying,10.8,392,1,Delta Stream,,,780,105,180,100,115,3,0,351,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Jirachi,3,2,Steel,Psychic,0.3,1.1,1,Serene Grace,,,600,100,100,100,100,3,100,270,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Deoxys Normal Forme,3,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,150,50,150,3,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Deoxys Attack Forme,3,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,180,20,150,3,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Deoxys Defense Forme,3,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,70,160,90,3,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Deoxys Speed Forme,3,1,Psychic,,1.7,60.8,1,Pressure,,,600,50,95,90,180,3,0,270,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Turtwig,4,1,Grass,,0.4,10.2,2,Overgrow,,Shell Armor,318,55,68,64,31,45,70,64,Medium Slow,2,Grass,Monster,87.5,20,1,,,,,,,,,,,,,,,,,
Grotle,4,1,Grass,,1.1,97,2,Overgrow,,Shell Armor,405,75,89,85,36,45,70,142,Medium Slow,2,Grass,Monster,87.5,20,1,,,,,,,,,,,,,,,,,
Torterra,4,2,Grass,Ground,2.2,310,2,Overgrow,,Shell Armor,525,95,109,105,56,45,70,236,Medium Slow,2,Grass,Monster,87.5,20,1,,,,,,,,,,,,,,,,,
Chimchar,4,1,Fire,,0.5,6.2,2,Blaze,,Iron Fist,309,44,58,44,61,45,70,62,Medium Slow,2,Field,Human-Like,87.5,20,1,,,,,,,,,,,,,,,,,
Monferno,4,2,Fire,Fighting,0.9,22,2,Blaze,,Iron Fist,405,64,78,52,81,45,70,142,Medium Slow,2,Field,Human-Like,87.5,20,1,,,,,,,,,,,,,,,,,
Infernape,4,2,Fire,Fighting,1.2,55,2,Blaze,,Iron Fist,534,76,104,71,108,45,70,240,Medium Slow,2,Field,Human-Like,87.5,20,1,,,,,,,,,,,,,,,,,
Piplup,4,1,Water,,0.4,5.2,2,Torrent,,Defiant,314,53,51,53,40,45,70,63,Medium Slow,2,Field,Water 1,87.5,20,1,,,,,,,,,,,,,,,,,
Prinplup,4,1,Water,,0.8,23,2,Torrent,,Defiant,405,64,66,68,50,45,70,142,Medium Slow,2,Field,Water 1,87.5,20,1,,,,,,,,,,,,,,,,,
Empoleon,4,2,Water,Steel,1.7,84.5,2,Torrent,,Defiant,530,84,86,88,60,45,70,239,Medium Slow,2,Field,Water 1,87.5,20,0.5,,,,,,,,,,,,,,,,,
Starly,4,2,Normal,Flying,0.3,2,2,Keen Eye,,Reckless,245,40,55,30,60,255,70,49,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Staravia,4,2,Normal,Flying,0.6,15.5,2,Intimidate,,Reckless,340,55,75,50,80,120,70,119,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Staraptor,4,2,Normal,Flying,1.2,24.9,2,Intimidate,,Reckless,485,85,120,70,100,45,70,218,Medium Slow,1,Flying,,50,15,1,,,,,,,,,,,,,,,,,
Bidoof,4,1,Normal,,0.5,20,3,Simple,Unaware,Moody,250,59,45,40,31,255,70,50,Medium Fast,2,Field,Water 1,50,15,1,,,,,,,,,,,,,,,,,
Bibarel,4,2,Normal,Water,1,31.5,3,Simple,Unaware,Moody,410,79,85,60,71,127,70,144,Medium Fast,2,Field,Water 1,50,15,1,,,,,,,,,,,,,,,,,
Kricketot,4,1,Bug,,0.3,2.2,2,Shed Skin,,Run Away,194,37,25,41,25,255,70,39,Medium Slow,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Kricketune,4,1,Bug,,1,25.5,2,Swarm,,Technician,384,77,85,51,65,45,70,134,Medium Slow,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Shinx,4,1,Electric,,0.5,9.5,3,Rivalry,Intimidate,Guts,263,45,65,34,45,235,70,53,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Luxio,4,1,Electric,,0.9,30.5,3,Rivalry,Intimidate,Guts,363,60,85,49,60,120,100,127,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Luxray,4,1,Electric,,1.4,42,3,Rivalry,Intimidate,Guts,523,80,120,79,70,45,70,235,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Budew,4,2,Grass,Poison,0.2,1.2,3,Natural Cure,Poison Point,Leaf Guard,280,40,30,35,55,255,70,56,Medium Slow,1,Undiscovered,,50,20,1,,,,,,,,,,,,,,,,,
Roserade,4,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,515,60,70,65,90,75,70,232,Medium Slow,2,Fairy,Grass,50,20,1,,,,,,,,,,,,,,,,,
Cranidos,4,1,Rock,,0.9,31.5,2,Mold Breaker,,Sheer Force,350,67,125,40,58,45,70,70,Erratic,1,Monster,,87.5,30,0.5,,,,,,,,,,,,,,,,,
Rampardos,4,1,Rock,,1.6,102.5,2,Mold Breaker,,Sheer Force,495,97,165,60,58,45,70,173,Erratic,1,Monster,,87.5,30,0.5,,,,,,,,,,,,,,,,,
Shieldon,4,2,Rock,Steel,0.5,57,2,Sturdy,,Soundproof,350,30,42,118,30,45,70,70,Erratic,1,Monster,,87.5,30,0.25,,,,,,,,,,,,,,,,,
Bastiodon,4,2,Rock,Steel,1.3,149.5,2,Sturdy,,Soundproof,495,60,52,168,30,45,70,173,Erratic,1,Monster,,87.5,30,0.25,,,,,,,,,,,,,,,,,
Burmy,4,1,Bug,,0.2,3.4,2,Shed Skin,,Overcoat,224,40,29,45,36,120,70,45,Medium Fast,1,Bug,,50,15,1,,,,,,,,,,,,,,,,,
Wormadam Plant Cloak,4,2,Bug,Grass,0.5,6.5,2,Anticipation,,Overcoat,424,60,59,85,36,45,70,148,Medium Fast,1,Bug,,0,15,1,,,,,,,,,,,,,,,,,
Wormadam Sandy Cloak,4,2,Bug,Ground,0.5,6.5,2,Anticipation,,Overcoat,424,60,79,105,36,45,70,148,Medium Fast,1,Bug,,0,15,1,,,,,,,,,,,,,,,,,
Wormadam Trash Cloak,4,2,Bug,Steel,0.5,6.5,2,Anticipation,,Overcoat,424,60,69,95,36,45,70,148,Medium Fast,1,Bug,,0,15,0.5,,,,,,,,,,,,,,,,,
Mothim,4,2,Bug,Flying,0.9,23.3,2,Swarm,,Tinted Lens,424,70,94,50,66,45,70,148,Medium Fast,1,Bug,,100,15,1,,,,,,,,,,,,,,,,,
Combee,4,2,Bug,Flying,0.3,5.5,2,Honey Gather,,Hustle,244,30,30,42,70,120,70,49,Medium Slow,1,Bug,,87.5,15,1,,,,,,,,,,,,,,,,,
Vespiquen,4,2,Bug,Flying,1.2,38.5,2,Pressure,,Unnerve,474,70,80,102,40,45,70,166,Medium Slow,1,Bug,,0,15,1,,,,,,,,,,,,,,,,,
Pachirisu,4,1,Electric,,0.4,3.9,3,Run Away,Pickup,Volt Absorb,405,60,45,70,95,200,100,142,Medium Fast,2,Fairy,Field,50,10,1,,,,,,,,,,,,,,,,,
Buizel,4,1,Water,,0.7,29.5,2,Swift Swim,,Water Veil,330,55,65,35,85,190,70,66,Medium Fast,2,Field,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Floatzel,4,1,Water,,1.1,33.5,2,Swift Swim,,Water Veil,495,85,105,55,115,75,70,173,Medium Fast,2,Field,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Cherubi,4,1,Grass,,0.4,3.3,1,Chlorophyll,,,275,45,35,45,35,190,70,55,Medium Fast,2,Fairy,Grass,50,20,1,,,,,,,,,,,,,,,,,
Cherrim,4,1,Grass,,0.5,9.3,1,Flower Gift,,,450,70,60,70,85,75,70,158,Medium Fast,2,Fairy,Grass,50,20,1,,,,,,,,,,,,,,,,,
Shellos,4,1,Water,,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,325,76,48,48,34,190,70,65,Medium Fast,2,Amorphous,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Gastrodon,4,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,475,111,83,68,39,75,70,166,Medium Fast,2,Amorphous,Water 1,50,20,1,,,,,,,,,,,,,,,,,
Ambipom,4,1,Normal,,1.2,20.3,3,Technician,Pickup,Skill Link,482,75,100,66,115,45,100,169,Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Drifloon,4,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,348,90,50,34,70,125,70,70,Fluctuating,1,Amorphous,,50,30,0,,,,,,,,,,,,,,,,,
Drifblim,4,2,Ghost,Flying,1.2,15,3,Aftermath,Unburden,Flare Boost,498,150,80,44,80,60,70,174,Fluctuating,1,Amorphous,,50,30,0,,,,,,,,,,,,,,,,,
Buneary,4,1,Normal,,0.4,5.5,3,Run Away,Klutz,Limber,350,55,66,44,85,190,0,70,Medium Fast,2,Field,Human-Like,50,20,1,,,,,,,,,,,,,,,,,
Lopunny,4,1,Normal,,1.2,33.3,3,Cute Charm,Klutz,Limber,480,65,76,84,105,60,140,168,Medium Fast,2,Field,Human-Like,50,20,1,,,,,,,,,,,,,,,,,
Mega Lopunny,4,2,Normal,Fighting,1.3,28.3,1,Scrappy,,,580,65,136,94,135,60,140,203,Medium Fast,2,Field,Human-Like,50,20,1,,,,,,,,,,,,,,,,,
Mismagius,4,1,Ghost,,0.9,4.4,1,Levitate,,,495,60,60,60,105,45,35,173,Fast,1,Amorphous,,50,25,0,,,,,,,,,,,,,,,,,
Honchkrow,4,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,505,100,125,52,71,30,35,177,Medium Slow,1,Flying,,50,20,1,,,,,,,,,,,,,,,,,
Glameow,4,1,Normal,,0.5,3.9,3,Limber,Own Tempo,Keen Eye,310,49,55,42,85,190,70,62,Fast,1,Field,,25,20,1,,,,,,,,,,,,,,,,,
Purugly,4,1,Normal,,1,43.8,3,Thick Fat,Own Tempo,Defiant,452,71,82,64,112,75,70,158,Fast,1,Field,,25,20,1,,,,,,,,,,,,,,,,,
Chingling,4,1,Psychic,,0.2,0.6,1,Levitate,,,285,45,30,50,45,120,70,57,Fast,1,Undiscovered,,50,25,1,,,,,,,,,,,,,,,,,
Stunky,4,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,329,63,63,47,74,225,70,66,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Skuntank,4,2,Poison,Dark,1,38,3,Stench,Aftermath,Keen Eye,479,103,93,67,84,60,70,168,Medium Fast,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Bronzor,4,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,300,57,24,86,23,255,70,60,Medium Fast,1,Mineral,,,20,0.5,,,,,,,,,,,,,,,,,
Bronzong,4,2,Steel,Psychic,1.3,187,3,Levitate,Heatproof,Heavy Metal,500,67,89,116,33,90,70,175,Medium Fast,1,Mineral,,,20,0.5,,,,,,,,,,,,,,,,,
Bonsly,4,1,Rock,,0.5,15,3,Sturdy,Rock Head,Rattled,290,50,80,95,10,255,70,58,Medium Fast,1,Undiscovered,,50,20,0.5,,,,,,,,,,,,,,,,,
Mime Jr.,4,2,Psychic,Fairy,0.6,13,3,Soundproof,Filter,Technician,310,20,25,45,60,145,70,62,Medium Fast,1,Undiscovered,,50,25,1,,,,,,,,,,,,,,,,,
Happiny,4,1,Normal,,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,220,100,5,5,30,130,140,110,Fast,1,Undiscovered,,0,40,1,,,,,,,,,,,,,,,,,
Chatot,4,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,411,76,65,45,91,30,35,144,Medium Slow,1,Flying,,50,20,1,,,,,,,,,,,,,,,,,
Spiritomb,4,2,Ghost,Dark,1,108,2,Pressure,,Infiltrator,485,50,92,108,35,100,70,170,Medium Fast,1,Amorphous,,50,30,0,,,,,,,,,,,,,,,,,
Gible,4,2,Dragon,Ground,0.7,20.5,2,Sand Veil,,Rough Skin,300,58,70,45,42,45,70,60,Slow,2,Dragon,Monster,50,40,1,,,,,,,,,,,,,,,,,
Gabite,4,2,Dragon,Ground,1.4,56,2,Sand Veil,,Rough Skin,410,68,90,65,82,45,70,144,Slow,2,Dragon,Monster,50,40,1,,,,,,,,,,,,,,,,,
Garchomp,4,2,Dragon,Ground,1.9,95,2,Sand Veil,,Rough Skin,600,108,130,95,102,45,70,270,Slow,2,Dragon,Monster,50,40,1,,,,,,,,,,,,,,,,,
Mega Garchomp,4,2,Dragon,Ground,1.9,95,1,Sand Force,,,700,108,170,115,92,45,70,315,Slow,2,Dragon,Monster,50,40,1,,,,,,,,,,,,,,,,,
Munchlax,4,1,Normal,,0.6,105,3,Pickup,Thick Fat,Gluttony,390,135,85,40,5,50,70,78,Slow,1,Undiscovered,,87.5,40,1,,,,,,,,,,,,,,,,,
Riolu,4,1,Fighting,,0.7,20.2,3,Steadfast,Inner Focus,Prankster,285,40,70,40,60,75,70,57,Medium Slow,1,Undiscovered,,87.5,25,1,,,,,,,,,,,,,,,,,
Lucario,4,2,Fighting,Steel,1.2,54,3,Steadfast,Inner Focus,Justified,525,70,110,70,90,45,70,184,Medium Slow,2,Field,Human-Like,87.5,25,0.5,,,,,,,,,,,,,,,,,
Mega Lucario,4,2,Fighting,Steel,1.3,57.5,1,Adaptability,,,625,70,145,88,112,45,70,219,Medium Slow,2,Field,Human-Like,87.5,25,0.5,,,,,,,,,,,,,,,,,
Hippopotas,4,1,Ground,,0.8,49.5,2,Sand Stream,,Sand Force,330,68,72,78,32,140,70,66,Slow,1,Field,,50,30,1,,,,,,,,,,,,,,,,,
Hippowdon,4,1,Ground,,2,300,2,Sand Stream,,Sand Force,525,108,112,118,47,60,70,184,Slow,1,Field,,50,30,1,,,,,,,,,,,,,,,,,
Skorupi,4,2,Poison,Bug,0.8,12,3,Battle Armor,Sniper,Keen Eye,330,40,50,90,65,120,70,66,Slow,2,Bug,Water 3,50,20,1,,,,,,,,,,,,,,,,,
Drapion,4,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,500,70,90,110,95,45,70,175,Slow,2,Bug,Water 3,50,20,1,,,,,,,,,,,,,,,,,
Croagunk,4,2,Poison,Fighting,0.7,23,3,Anticipation,Dry Skin,Poison Touch,300,48,61,40,50,140,100,60,Medium Fast,1,Human-Like,,50,10,1,,,,,,,,,,,,,,,,,
Toxicroak,4,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,490,83,106,65,85,75,70,172,Medium Fast,1,Human-Like,,50,20,1,,,,,,,,,,,,,,,,,
Carnivine,4,1,Grass,,1.4,27,1,Levitate,,,454,74,100,72,46,200,70,159,Slow,1,Grass,,50,25,1,,,,,,,,,,,,,,,,,
Finneon,4,1,Water,,0.4,7,3,Swift Swim,Storm Drain,Water Veil,330,49,49,56,66,190,70,66,Erratic,1,Water 2,,50,20,1,,,,,,,,,,,,,,,,,
Lumineon,4,1,Water,,1.2,24,3,Swift Swim,Storm Drain,Water Veil,460,69,69,76,91,75,70,161,Erratic,1,Water 2,,50,20,1,,,,,,,,,,,,,,,,,
Mantyke,4,2,Water,Flying,1,65,3,Swift Swim,Water Absorb,Water Veil,345,45,20,50,50,25,70,69,Slow,1,Undiscovered,,50,25,1,,,,,,,,,,,,,,,,,
Snover,4,2,Grass,Ice,1,50.5,2,Snow Warning,,Soundproof,334,60,62,50,40,120,70,67,Slow,2,Grass,Monster,50,20,1,,,,,,,,,,,,,,,,,
Abomasnow,4,2,Grass,Ice,2.2,135.5,2,Snow Warning,,Soundproof,494,90,92,75,60,60,70,173,Slow,2,Grass,Monster,50,20,1,,,,,,,,,,,,,,,,,
Mega Abomasnow,4,2,Grass,Ice,2.7,185,1,Snow Warning,,,594,90,132,105,30,60,70,208,Slow,2,Grass,Monster,50,20,1,,,,,,,,,,,,,,,,,
Weavile,4,2,Dark,Ice,1.1,34,2,Pressure,,Pickpocket,510,70,120,65,125,45,35,179,Medium Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Magnezone,4,2,Electric,Steel,1.2,180,3,Magnet Pull,Sturdy,Analytic,535,70,70,115,60,30,70,241,Medium Fast,1,Mineral,,,20,0.5,,,,,,,,,,,,,,,,,
Lickilicky,4,1,Normal,,1.7,140,3,Own Tempo,Oblivious,Cloud Nine,515,110,85,95,50,30,70,180,Medium Fast,1,Monster,,50,20,1,,,,,,,,,,,,,,,,,
Rhyperior,4,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535,115,140,130,40,30,70,241,Slow,2,Field,Monster,50,20,0.5,,,,,,,,,,,,,,,,,
Tangrowth,4,1,Grass,,2,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,50,30,70,187,Medium Fast,1,Grass,,50,20,1,,,,,,,,,,,,,,,,,
Electivire,4,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,540,75,123,67,95,30,70,243,Medium Fast,1,Human-Like,,75,25,1,,,,,,,,,,,,,,,,,
Magmortar,4,1,Fire,,1.6,68,2,Flame Body,,Vital Spirit,540,75,95,67,83,30,70,243,Medium Fast,1,Human-Like,,75,25,1,,,,,,,,,,,,,,,,,
Togekiss,4,2,Fairy,Flying,1.5,38,3,Hustle,Serene Grace,Super Luck,545,85,50,95,80,30,70,245,Fast,2,Fairy,Flying,87.5,10,1,,,,,,,,,,,,,,,,,
Yanmega,4,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515,86,76,86,95,30,70,180,Medium Fast,1,Bug,,50,20,1,,,,,,,,,,,,,,,,,
Leafeon,4,1,Grass,,1,25.5,2,Leaf Guard,,Chlorophyll,525,65,110,130,95,45,35,184,Medium Fast,1,Field,,87.5,35,1,,,,,,,,,,,,,,,,,
Glaceon,4,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,525,65,60,110,65,45,35,184,Medium Fast,1,Field,,87.5,35,1,,,,,,,,,,,,,,,,,
Gliscor,4,2,Ground,Flying,2,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,95,30,70,179,Medium Slow,1,Bug,,50,20,1,,,,,,,,,,,,,,,,,
Mamoswine,4,2,Ice,Ground,2.5,291,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,80,50,70,239,Slow,1,Field,,50,20,1,,,,,,,,,,,,,,,,,
Porygon-Z,4,1,Normal,,0.9,34,3,Adaptability,Download,Analytic,535,85,80,70,90,30,70,241,Medium Fast,1,Mineral,,,20,1,,,,,,,,,,,,,,,,,
Gallade,4,2,Psychic,Fighting,1.6,52,2,Steadfast,,Justified,518,68,125,65,80,45,35,233,Slow,2,Amorphous,Human-Like,100,20,1,,,,,,,,,,,,,,,,,
Mega Gallade,4,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,618,68,165,95,110,45,35,278,Slow,1,Amorphous,,100,20,1,,,,,,,,,,,,,,,,,
Probopass,4,2,Rock,Steel,1.4,340,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,40,60,70,184,Medium Fast,1,Mineral,,50,20,0.25,,,,,,,,,,,,,,,,,
Dusknoir,4,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,525,45,100,135,45,45,35,236,Fast,1,Amorphous,,50,25,0,,,,,,,,,,,,,,,,,
Froslass,4,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,480,70,80,70,110,75,70,168,Medium Fast,2,Fairy,Mineral,0,20,0,,,,,,,,,,,,,,,,,
Rotom,4,2,Electric,Ghost,0.3,0.3,1,Levitate,,,440,50,50,77,91,45,70,154,Medium Fast,1,Amorphous,,,20,0,,,,,,,,,,,,,,,,,
Heat Rotom,4,2,Electric,Fire,0.3,0.3,1,Levitate,,,520,50,65,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,,,,,,,,,,,,,,,,,
Wash Rotom,4,2,Electric,Water,0.3,0.3,1,Levitate,,,520,50,65,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,,,,,,,,,,,,,,,,,
Frost Rotom,4,2,Electric,Ice,0.3,0.3,1,Levitate,,,520,50,65,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,,,,,,,,,,,,,,,,,
Fan Rotom,4,2,Electric,Flying,0.3,0.3,1,Levitate,,,520,50,65,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,,,,,,,,,,,,,,,,,
Mow Rotom,4,2,Electric,Grass,0.3,0.3,1,Levitate,,,520,50,65,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,,,,,,,,,,,,,,,,,
Uxie,4,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,75,130,95,3,140,261,Slow,1,Undiscovered,,,80,1,,,,,,,,,,,,,,,,,
Mesprit,4,1,Psychic,,0.3,0.3,1,Levitate,,,580,80,105,105,80,3,140,261,Slow,1,Undiscovered,,,80,1,,,,,,,,,,,,,,,,,
Azelf,4,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,125,70,115,3,140,261,Slow,1,Undiscovered,,,80,1,,,,,,,,,,,,,,,,,
Dialga,4,2,Steel,Dragon,5.4,683,2,Pressure,,Telepathy,680,100,120,120,90,3,0,306,Slow,1,Undiscovered,,,120,0.5,,,,,,,,,,,,,,,,,
Palkia,4,2,Water,Dragon,4.2,336,2,Pressure,,Telepathy,680,90,120,100,100,3,0,306,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Heatran,4,2,Fire,Steel,1.7,430,2,Flash Fire,,Flame Body,600,91,90,106,77,3,100,270,Slow,1,Undiscovered,,50,10,0.5,,,,,,,,,,,,,,,,,
Regigigas,4,1,Normal,,3.7,420,1,Slow Start,,,670,110,160,110,100,3,0,302,Slow,1,Undiscovered,,,120,1,,,,,,,,,,,,,,,,,
Giratina Altered Forme,4,2,Ghost,Dragon,4.5,750,2,Pressure,,Telepathy,680,150,100,120,90,3,0,306,Slow,1,Undiscovered,,,120,0,,,,,,,,,,,,,,,,,
Giratina Origin Forme,4,2,Ghost,Dragon,6.9,650,1,Levitate,,,680,150,120,100,90,3,0,306,Slow,1,Undiscovered,,,120,0,,,,,,,,,,,,,,,,,
Cresselia,4,1,Psychic,,1.5,85.6,1,Levitate,,,600,120,70,120,85,3,100,270,Slow,1,Undiscovered,,0,120,1,,,,,,,,,,,,,,,,,
Phione,4,1,Water,,0.4,3.1,1,Hydration,,,480,80,80,80,80,30,70,216,Slow,2,Fairy,Water 1,,40,1,,,,,,,,,,,,,,,,,
Manaphy,4,1,Water,,0.3,1.4,1,Hydration,,,600,100,100,100,100,3,70,270,Slow,2,Fairy,Water 1,,10,1,,,,,,,,,,,,,,,,,
